Code,Year,MilEx(% of GDP),Unempl(Male),GDP % growth,GDPpCap,Unempl,Inflation,GDP,Conflict,Conf_Code,Stage,Country,Description
KWT,1992-1994,19.16633495,,21.21331676,,0.75,-6.628448197,28484385052,Persian Gulf War,PGW,Post,Kuwait,"On July 17, 1990, Iraqi leader Saddam Hussein accused Kuwait and the United Arab Emirates of flooding the world oil market. On August 2, 1990, Iraqi military forces invaded and occupied Kuwait prompting the United Nations to pass a resolution calling for military action if Hussein did not withdraw his forces by January 15, 1991.  Iraq ignored all demands, and hostilities commenced on January 17, as the 36 members of the coalition forces, under the direction of American General H. Norman Schwarzkopf, initiated an air campaign to disable Iraq's communications, air defenses, and early warning radar installations.  After five weeks of air and missile combat, ground troops began their campaign in Kuwait. On February 27, coalition forces entered Kuwait City, forcing Iraq to concede a cease-fire after only 100 hours.[32]"
GBR,1987-1989,3.96399703,9.199999968,3.958543122,19428.95363,8.933333397,6.317509214,1.11E+12,Persian Gulf War,PGW,Pre,Great Britian,"On July 17, 1990, Iraqi leader Saddam Hussein accused Kuwait and the United Arab Emirates of flooding the world oil market. On August 2, 1990, Iraqi military forces invaded and occupied Kuwait prompting the United Nations to pass a resolution calling for military action if Hussein did not withdraw his forces by January 15, 1991.  Iraq ignored all demands, and hostilities commenced on January 17, as the 36 members of the coalition forces, under the direction of American General H. Norman Schwarzkopf, initiated an air campaign to disable Iraq's communications, air defenses, and early warning radar installations.  After five weeks of air and missile combat, ground troops began their campaign in Kuwait. On February 27, coalition forces entered Kuwait City, forcing Iraq to concede a cease-fire after only 100 hours.[32]"
GBR,1990-1991,3.915424955,8.099999905,-0.306586411,19916.62019,7.599999905,7.094101397,1.14E+12,Persian Gulf War,PGW,During,Great Britian,"On July 17, 1990, Iraqi leader Saddam Hussein accused Kuwait and the United Arab Emirates of flooding the world oil market. On August 2, 1990, Iraqi military forces invaded and occupied Kuwait prompting the United Nations to pass a resolution calling for military action if Hussein did not withdraw his forces by January 15, 1991.  Iraq ignored all demands, and hostilities commenced on January 17, as the 36 members of the coalition forces, under the direction of American General H. Norman Schwarzkopf, initiated an air campaign to disable Iraq's communications, air defenses, and early warning radar installations.  After five weeks of air and missile combat, ground troops began their campaign in Kuwait. On February 27, coalition forces entered Kuwait City, forcing Iraq to concede a cease-fire after only 100 hours.[32]"
GBR,1992-1994,3.48706864,11.76666641,2.216353243,20250.89758,9.866666793,2.739143378,1.17E+12,Persian Gulf War,PGW,Post,Great Britian,"On July 17, 1990, Iraqi leader Saddam Hussein accused Kuwait and the United Arab Emirates of flooding the world oil market. On August 2, 1990, Iraqi military forces invaded and occupied Kuwait prompting the United Nations to pass a resolution calling for military action if Hussein did not withdraw his forces by January 15, 1991.  Iraq ignored all demands, and hostilities commenced on January 17, as the 36 members of the coalition forces, under the direction of American General H. Norman Schwarzkopf, initiated an air campaign to disable Iraq's communications, air defenses, and early warning radar installations.  After five weeks of air and missile combat, ground troops began their campaign in Kuwait. On February 27, coalition forces entered Kuwait City, forcing Iraq to concede a cease-fire after only 100 hours.[32]"
SAU,1987-1989,14.27110373,,1.434229433,8618.962821,,2.307501062,1.30E+11,Persian Gulf War,PGW,Pre,Saudi Arabia,"On July 17, 1990, Iraqi leader Saddam Hussein accused Kuwait and the United Arab Emirates of flooding the world oil market. On August 2, 1990, Iraqi military forces invaded and occupied Kuwait prompting the United Nations to pass a resolution calling for military action if Hussein did not withdraw his forces by January 15, 1991.  Iraq ignored all demands, and hostilities commenced on January 17, as the 36 members of the coalition forces, under the direction of American General H. Norman Schwarzkopf, initiated an air campaign to disable Iraq's communications, air defenses, and early warning radar installations.  After five weeks of air and missile combat, ground troops began their campaign in Kuwait. On February 27, coalition forces entered Kuwait City, forcing Iraq to concede a cease-fire after only 100 hours.[32]"
SAU,1990-1991,13.24703753,,8.716145926,9181.777959,,8.072782669,1.51E+11,Persian Gulf War,PGW,During,Saudi Arabia,"On July 17, 1990, Iraqi leader Saddam Hussein accused Kuwait and the United Arab Emirates of flooding the world oil market. On August 2, 1990, Iraqi military forces invaded and occupied Kuwait prompting the United Nations to pass a resolution calling for military action if Hussein did not withdraw his forces by January 15, 1991.  Iraq ignored all demands, and hostilities commenced on January 17, as the 36 members of the coalition forces, under the direction of American General H. Norman Schwarzkopf, initiated an air campaign to disable Iraq's communications, air defenses, and early warning radar installations.  After five weeks of air and missile combat, ground troops began their campaign in Kuwait. On February 27, coalition forces entered Kuwait City, forcing Iraq to concede a cease-fire after only 100 hours.[32]"
SAU,1992-1994,11.46476376,,1.773391783,9341.245938,,-0.96863613,1.65E+11,Persian Gulf War,PGW,Post,Saudi Arabia,"On July 17, 1990, Iraqi leader Saddam Hussein accused Kuwait and the United Arab Emirates of flooding the world oil market. On August 2, 1990, Iraqi military forces invaded and occupied Kuwait prompting the United Nations to pass a resolution calling for military action if Hussein did not withdraw his forces by January 15, 1991.  Iraq ignored all demands, and hostilities commenced on January 17, as the 36 members of the coalition forces, under the direction of American General H. Norman Schwarzkopf, initiated an air campaign to disable Iraq's communications, air defenses, and early warning radar installations.  After five weeks of air and missile combat, ground troops began their campaign in Kuwait. On February 27, coalition forces entered Kuwait City, forcing Iraq to concede a cease-fire after only 100 hours.[32]"
USA,1995-1997,3.549453071,5.300000032,3.613594044,30903.47884,5.300000032,2.008315296,8.33E+12,Kosovo War,KVW,Pre,United States,"In 1998, the long-simmering conflict between the Slobodan Milosevic's Federal Republic of Yugoslavia and the Kosovo Liberation Army erupted into full-scale fighting.  A peace conference opened at Rambouillet, France, but the terms were refused by Milosevic, and the talks quickly broke down. In response NATO prepared to launch air strikes to force the Yugoslavian government back to the table.  As air strikes continued into April, it became clear that both sides had misjudged their opposition's will to resist. With Milo_evic refusing to comply with NATO demands, planning began for a ground campaign to expel Yugoslav forces from Kosovo.  In early June, with NATO preparing for a ground campaign, Russian and Finnish negotiators were able to convince Milo_evic to give in to the alliance's demands. On June 10, 1999, he agreed to NATO's terms, including the presence of a United Nations peacekeeping force in Kosovo.[31]"
USA,1998-1999,3.079340211,4.25,4.635162852,33450.35369,4.349999905,1.435571056,9.28E+12,Kosovo War,KVW,During,United States,"In 1998, the long-simmering conflict between the Slobodan Milosevic's Federal Republic of Yugoslavia and the Kosovo Liberation Army erupted into full-scale fighting.  A peace conference opened at Rambouillet, France, but the terms were refused by Milosevic, and the talks quickly broke down. In response NATO prepared to launch air strikes to force the Yugoslavian government back to the table.  As air strikes continued into April, it became clear that both sides had misjudged their opposition's will to resist. With Milo_evic refusing to comply with NATO demands, planning began for a ground campaign to expel Yugoslav forces from Kosovo.  In early June, with NATO preparing for a ground campaign, Russian and Finnish negotiators were able to convince Milo_evic to give in to the alliance's demands. On June 10, 1999, he agreed to NATO's terms, including the presence of a United Nations peacekeeping force in Kosovo.[31]"
USA,2000-2002,3.157387457,4.866666794,2.364871645,35208.68271,4.833333333,2.018235315,1.00E+13,Kosovo War,KVW,Post,United States,"In 1998, the long-simmering conflict between the Slobodan Milosevic's Federal Republic of Yugoslavia and the Kosovo Liberation Army erupted into full-scale fighting.  A peace conference opened at Rambouillet, France, but the terms were refused by Milosevic, and the talks quickly broke down. In response NATO prepared to launch air strikes to force the Yugoslavian government back to the table.  As air strikes continued into April, it became clear that both sides had misjudged their opposition's will to resist. With Milo_evic refusing to comply with NATO demands, planning began for a ground campaign to expel Yugoslav forces from Kosovo.  In early June, with NATO preparing for a ground campaign, Russian and Finnish negotiators were able to convince Milo_evic to give in to the alliance's demands. On June 10, 1999, he agreed to NATO's terms, including the presence of a United Nations peacekeeping force in Kosovo.[31]"
ALB,1995-1997,1.665171723,,4.066666667,928.6657046,,15.97829721,2892933645,Kosovo War,KVW,Pre,Albania,"In 1998, the long-simmering conflict between the Slobodan Milosevic's Federal Republic of Yugoslavia and the Kosovo Liberation Army erupted into full-scale fighting.  A peace conference opened at Rambouillet, France, but the terms were refused by Milosevic, and the talks quickly broke down. In response NATO prepared to launch air strikes to force the Yugoslavian government back to the table.  As air strikes continued into April, it became clear that both sides had misjudged their opposition's will to resist. With Milo_evic refusing to comply with NATO demands, planning began for a ground campaign to expel Yugoslav forces from Kosovo.  In early June, with NATO preparing for a ground campaign, Russian and Finnish negotiators were able to convince Milo_evic to give in to the alliance's demands. On June 10, 1999, he agreed to NATO's terms, including the presence of a United Nations peacekeeping force in Kosovo.[31]"
ALB,1998-1999,1.23547326,,11.4,1065.842911,,9.016038337,3278240811,Kosovo War,KVW,During,Albania,"In 1998, the long-simmering conflict between the Slobodan Milosevic's Federal Republic of Yugoslavia and the Kosovo Liberation Army erupted into full-scale fighting.  A peace conference opened at Rambouillet, France, but the terms were refused by Milosevic, and the talks quickly broke down. In response NATO prepared to launch air strikes to force the Yugoslavian government back to the table.  As air strikes continued into April, it became clear that both sides had misjudged their opposition's will to resist. With Milo_evic refusing to comply with NATO demands, planning began for a ground campaign to expel Yugoslav forces from Kosovo.  In early June, with NATO preparing for a ground campaign, Russian and Finnish negotiators were able to convince Milo_evic to give in to the alliance's demands. On June 10, 1999, he agreed to NATO's terms, including the presence of a United Nations peacekeeping force in Kosovo.[31]"
ALB,2000-2002,1.281099911,18.79999924,5.733333333,1265.234322,22.70000076,3.693329318,3896825269,Kosovo War,KVW,Post,Albania,"In 1998, the long-simmering conflict between the Slobodan Milosevic's Federal Republic of Yugoslavia and the Kosovo Liberation Army erupted into full-scale fighting.  A peace conference opened at Rambouillet, France, but the terms were refused by Milosevic, and the talks quickly broke down. In response NATO prepared to launch air strikes to force the Yugoslavian government back to the table.  As air strikes continued into April, it became clear that both sides had misjudged their opposition's will to resist. With Milo_evic refusing to comply with NATO demands, planning began for a ground campaign to expel Yugoslav forces from Kosovo.  In early June, with NATO preparing for a ground campaign, Russian and Finnish negotiators were able to convince Milo_evic to give in to the alliance's demands. On June 10, 1999, he agreed to NATO's terms, including the presence of a United Nations peacekeeping force in Kosovo.[31]"
ETH,1995-1997,1.900196368,,7.229162723,120.8814699,,5.822173537,7109854077,Eritrean-Ethiopian War,EEW,Pre,Ethiopia,"In May 1998, Eritrean troops marched into the heavily disputed territory along the border of the two countries. The Ethiopian Army attacked Eritrean troops soon after, beginning what would develop into a brief air war between the two by June.  The fighting generally subsided, replaced by a huge troop and weapons build-up from each side. By February 1999, tens of thousands of troops had poured into the front that ran along the two countries' 600-mile border. That month, fighting resumed anew in the disputed border area of Badame, claiming heavy casualties on both sides.  In late February 1999, Ethiopia declared victory in the war and Eritrea acknowledged losing most of the ground it has occupied since the summer. The result, however, produced no peace settlement and the two sides resumed fighting two weeks later.[30]"
ETH,1998-2000,7.665784705,4.400000095,2.59235636,120.1156775,8.199999809,2.368283665,7676045284,Eritrean-Ethiopian War,EEW,During,Ethiopia,"In May 1998, Eritrean troops marched into the heavily disputed territory along the border of the two countries. The Ethiopian Army attacked Eritrean troops soon after, beginning what would develop into a brief air war between the two by June.  The fighting generally subsided, replaced by a huge troop and weapons build-up from each side. By February 1999, tens of thousands of troops had poured into the front that ran along the two countries' 600-mile border. That month, fighting resumed anew in the disputed border area of Badame, claiming heavy casualties on both sides.  In late February 1999, Ethiopia declared victory in the war and Eritrea acknowledged losing most of the ground it has occupied since the summer. The result, however, produced no peace settlement and the two sides resumed fighting two weeks later.[30]"
ETH,2001-2003,3.778040046,,2.55168874,127.641414,,1.130496687,8808508497,Eritrean-Ethiopian War,EEW,Post,Ethiopia,"In May 1998, Eritrean troops marched into the heavily disputed territory along the border of the two countries. The Ethiopian Army attacked Eritrean troops soon after, beginning what would develop into a brief air war between the two by June.  The fighting generally subsided, replaced by a huge troop and weapons build-up from each side. By February 1999, tens of thousands of troops had poured into the front that ran along the two countries' 600-mile border. That month, fighting resumed anew in the disputed border area of Badame, claiming heavy casualties on both sides.  In late February 1999, Ethiopia declared victory in the war and Eritrea acknowledged losing most of the ground it has occupied since the summer. The result, however, produced no peace settlement and the two sides resumed fighting two weeks later.[30]"
ERI,1995-1997,18.54198865,,6.675301052,202.4942865,,7.594008697,662722899.3,Eritrean-Ethiopian War,EEW,Pre,Eritrea,"In May 1998, Eritrean troops marched into the heavily disputed territory along the border of the two countries. The Ethiopian Army attacked Eritrean troops soon after, beginning what would develop into a brief air war between the two by June.  The fighting generally subsided, replaced by a huge troop and weapons build-up from each side. By February 1999, tens of thousands of troops had poured into the front that ran along the two countries' 600-mile border. That month, fighting resumed anew in the disputed border area of Badame, claiming heavy casualties on both sides.  In late February 1999, Ethiopia declared victory in the war and Eritrea acknowledged losing most of the ground it has occupied since the summer. The result, however, produced no peace settlement and the two sides resumed fighting two weeks later.[30]"
ERI,1998-2000,37.09741166,,-3.778101105,197.1583328,,12.13510985,697357130.5,Eritrean-Ethiopian War,EEW,During,Eritrea,"In May 1998, Eritrean troops marched into the heavily disputed territory along the border of the two countries. The Ethiopian Army attacked Eritrean troops soon after, beginning what would develop into a brief air war between the two by June.  The fighting generally subsided, replaced by a huge troop and weapons build-up from each side. By February 1999, tens of thousands of troops had poured into the front that ran along the two countries' 600-mile border. That month, fighting resumed anew in the disputed border area of Badame, claiming heavy casualties on both sides.  In late February 1999, Ethiopia declared victory in the war and Eritrea acknowledged losing most of the ground it has occupied since the summer. The result, however, produced no peace settlement and the two sides resumed fighting two weeks later.[30]"
ERI,2001-2003,22.46958124,,7.198432212,195.4773824,,18.1544984,776598412.7,Eritrean-Ethiopian War,EEW,Post,Eritrea,"In May 1998, Eritrean troops marched into the heavily disputed territory along the border of the two countries. The Ethiopian Army attacked Eritrean troops soon after, beginning what would develop into a brief air war between the two by June.  The fighting generally subsided, replaced by a huge troop and weapons build-up from each side. By February 1999, tens of thousands of troops had poured into the front that ran along the two countries' 600-mile border. That month, fighting resumed anew in the disputed border area of Badame, claiming heavy casualties on both sides.  In late February 1999, Ethiopia declared victory in the war and Eritrea acknowledged losing most of the ground it has occupied since the summer. The result, however, produced no peace settlement and the two sides resumed fighting two weeks later.[30]"
RUS,2005-2007,3.587717453,7.066666762,7.68823307,2662.003505,6.833333174,16.09352088,3.80E+11,2008 South Ossetia War,SOW,Pre,Russian Federation,"On August 8 Russian tanks rolled across the border into Georgia. The night before, Georgian forces had responded to attacks by secessionists in South Ossetia, by pummeling civilian areas in the region's capital, Tskhinvali, and seeking to retake the territory by force. Moscow, which had supported the province's secessionist government for more than a decade, retaliated with a full-scale invasion.  The five-day war killed hundreds, left thousands of refugees in temporary shelters, and brought relations between Russia and the United States to their lowest point since the dark days of the Cold War. For some of Russia's neighbors, such as Poland and the Baltic states, the war symbolized the return of the old NATO -- a traditional alliance providing security guarantees in order to deter external aggression rather than a postmodern club promoting democracy and good governance. For Georgia, the Russian tanks that scarred the lush countryside were an affront to all that had been achieved since the Rose Revolution of 2003, including the creation of passably democratic institutions and the implementation of an unwaveringly pro-U.S. foreign policy. For Russia, the war was a firm rejoinder to a reckless Georgian leadership and a chance to stand up to U.S. influence in Moscow's backyard.[20]"
RUS,2008,3.508019698,6.599999905,5.247953532,3043.665599,6.300000191,17.95971404,4.32E+11,2008 South Ossetia War,SOW,During,Russian Federation,"On August 8 Russian tanks rolled across the border into Georgia. The night before, Georgian forces had responded to attacks by secessionists in South Ossetia, by pummeling civilian areas in the region's capital, Tskhinvali, and seeking to retake the territory by force. Moscow, which had supported the province's secessionist government for more than a decade, retaliated with a full-scale invasion.  The five-day war killed hundreds, left thousands of refugees in temporary shelters, and brought relations between Russia and the United States to their lowest point since the dark days of the Cold War. For some of Russia's neighbors, such as Poland and the Baltic states, the war symbolized the return of the old NATO -- a traditional alliance providing security guarantees in order to deter external aggression rather than a postmodern club promoting democracy and good governance. For Georgia, the Russian tanks that scarred the lush countryside were an affront to all that had been achieved since the Rose Revolution of 2003, including the creation of passably democratic institutions and the implementation of an unwaveringly pro-U.S. foreign policy. For Russia, the war was a firm rejoinder to a reckless Georgian leadership and a chance to stand up to U.S. influence in Moscow's backyard.[20]"
RUS,2009-2011,4.058127896,8.5,0.284784458,2929.715868,7.94999981,9.790499608,4.16E+11,2008 South Ossetia War,SOW,Post,Russian Federation,"On August 8 Russian tanks rolled across the border into Georgia. The night before, Georgian forces had responded to attacks by secessionists in South Ossetia, by pummeling civilian areas in the region's capital, Tskhinvali, and seeking to retake the territory by force. Moscow, which had supported the province's secessionist government for more than a decade, retaliated with a full-scale invasion.  The five-day war killed hundreds, left thousands of refugees in temporary shelters, and brought relations between Russia and the United States to their lowest point since the dark days of the Cold War. For some of Russia's neighbors, such as Poland and the Baltic states, the war symbolized the return of the old NATO -- a traditional alliance providing security guarantees in order to deter external aggression rather than a postmodern club promoting democracy and good governance. For Georgia, the Russian tanks that scarred the lush countryside were an affront to all that had been achieved since the Rose Revolution of 2003, including the creation of passably democratic institutions and the implementation of an unwaveringly pro-U.S. foreign policy. For Russia, the war was a firm rejoinder to a reckless Georgian leadership and a chance to stand up to U.S. influence in Moscow's backyard.[20]"
GEO,2005-2007,5.905433117,14.63333321,10.44230573,1100.357349,13.56666692,8.701655294,4823220705,2008 South Ossetia War,SOW,Pre,Georgia,"On August 8 Russian tanks rolled across the border into Georgia. The night before, Georgian forces had responded to attacks by secessionists in South Ossetia, by pummeling civilian areas in the region's capital, Tskhinvali, and seeking to retake the territory by force. Moscow, which had supported the province's secessionist government for more than a decade, retaliated with a full-scale invasion.  The five-day war killed hundreds, left thousands of refugees in temporary shelters, and brought relations between Russia and the United States to their lowest point since the dark days of the Cold War. For some of Russia's neighbors, such as Poland and the Baltic states, the war symbolized the return of the old NATO -- a traditional alliance providing security guarantees in order to deter external aggression rather than a postmodern club promoting democracy and good governance. For Georgia, the Russian tanks that scarred the lush countryside were an affront to all that had been achieved since the Rose Revolution of 2003, including the creation of passably democratic institutions and the implementation of an unwaveringly pro-U.S. foreign policy. For Russia, the war was a firm rejoinder to a reckless Georgian leadership and a chance to stand up to U.S. influence in Moscow's backyard.[20]"
GEO,2008,8.519069894,16.79999924,2.314047096,1249.004619,16.5,9.707409287,5475261546,2008 South Ossetia War,SOW,During,Georgia,"On August 8 Russian tanks rolled across the border into Georgia. The night before, Georgian forces had responded to attacks by secessionists in South Ossetia, by pummeling civilian areas in the region's capital, Tskhinvali, and seeking to retake the territory by force. Moscow, which had supported the province's secessionist government for more than a decade, retaliated with a full-scale invasion.  The five-day war killed hundreds, left thousands of refugees in temporary shelters, and brought relations between Russia and the United States to their lowest point since the dark days of the Cold War. For some of Russia's neighbors, such as Poland and the Baltic states, the war symbolized the return of the old NATO -- a traditional alliance providing security guarantees in order to deter external aggression rather than a postmodern club promoting democracy and good governance. For Georgia, the Russian tanks that scarred the lush countryside were an affront to all that had been achieved since the Rose Revolution of 2003, including the creation of passably democratic institutions and the implementation of an unwaveringly pro-U.S. foreign policy. For Russia, the war was a firm rejoinder to a reckless Georgian leadership and a chance to stand up to U.S. influence in Moscow's backyard.[20]"
GEO,2009-2011,4.157531641,,3.143584445,1262.095843,,5.248462878,5617908010,2008 South Ossetia War,SOW,Post,Georgia,"On August 8 Russian tanks rolled across the border into Georgia. The night before, Georgian forces had responded to attacks by secessionists in South Ossetia, by pummeling civilian areas in the region's capital, Tskhinvali, and seeking to retake the territory by force. Moscow, which had supported the province's secessionist government for more than a decade, retaliated with a full-scale invasion.  The five-day war killed hundreds, left thousands of refugees in temporary shelters, and brought relations between Russia and the United States to their lowest point since the dark days of the Cold War. For some of Russia's neighbors, such as Poland and the Baltic states, the war symbolized the return of the old NATO -- a traditional alliance providing security guarantees in order to deter external aggression rather than a postmodern club promoting democracy and good governance. For Georgia, the Russian tanks that scarred the lush countryside were an affront to all that had been achieved since the Rose Revolution of 2003, including the creation of passably democratic institutions and the implementation of an unwaveringly pro-U.S. foreign policy. For Russia, the war was a firm rejoinder to a reckless Georgian leadership and a chance to stand up to U.S. influence in Moscow's backyard.[20]"
SDN,2000-2002,3.629789211,,6.635055831,371.0369544,,6.065350216,12993632945,War in Darfur,DFR,Pre,Sudan,"In early 2003, the struggle for land and power in the western Sudanese region of Darfur erupted into violence between Sudanese government forces and rebel groups protesting the marginalization of the region's black African ethnic groups by the Muslim central government. Arab militias (Janjaweed) supported by the government soon began enacting policies of ethnic cleansing--including forced displacement and starvation, murder, torture and rape--against Darfur's civilian population, leaving hundreds of thousands of people dead and more than 2 million expelled from their homes.[21]"
SDN,2003-2010,4.109483896,,7.241028744,476.0608788,,10.42158096,19149688481,War in Darfur,DFR,During,Sudan,"In early 2003, the struggle for land and power in the western Sudanese region of Darfur erupted into violence between Sudanese government forces and rebel groups protesting the marginalization of the region's black African ethnic groups by the Muslim central government. Arab militias (Janjaweed) supported by the government soon began enacting policies of ethnic cleansing--including forced displacement and starvation, murder, torture and rape--against Darfur's civilian population, leaving hundreds of thousands of people dead and more than 2 million expelled from their homes.[21]"
SDN,2011-2013,,,4.714731047,561.8427214,,9.173282363,25076392449,War in Darfur,DFR,Post,Sudan,"In early 2003, the struggle for land and power in the western Sudanese region of Darfur erupted into violence between Sudanese government forces and rebel groups protesting the marginalization of the region's black African ethnic groups by the Muslim central government. Arab militias (Janjaweed) supported by the government soon began enacting policies of ethnic cleansing--including forced displacement and starvation, murder, torture and rape--against Darfur's civilian population, leaving hundreds of thousands of people dead and more than 2 million expelled from their homes.[21]"
CAF,2001-2003,1.171749163,,-2.366635187,233.78043,,3.073864412,894568621.4,Central African Republic Bush War,CAR,Pre,Central African Republic,"The Central African Republic Bush War began with the rebellion by the Union of Democratic Forces for Unity (UFDR) rebels after the President of the Central African Republic Francois Bozize seized control in 2003.  The rebellion consisted of multiple rebel groups, several of which were of very small size and founded only towards the end of the conflict. Apart from the UFDR, the conflict included the People's Army for the Restoration of Democracy (CAR) (APRD), Groupe d'action patriotique pour la liberation de Centrafrique (GAPLC), the Movement of Central African Liberators for Justice (MLCJ), the Front democratique Centrafricain (FDC), and Union of Republican Forces (UFR).  A number of peace agreements has been signed to resolve the conflict between 2007 and 2012.[22]"
CAF,2004-2007,1.152241338,,2.725,221.5249343,,2.503824033,898513859.6,Central African Republic Bush War,CAR,During,Central African Republic,"The Central African Republic Bush War began with the rebellion by the Union of Democratic Forces for Unity (UFDR) rebels after the President of the Central African Republic François Bozizé seized control in 2003.  The rebellion consisted of multiple rebel groups, several of which were of very small size and founded only towards the end of the conflict. Apart from the UFDR, the conflict included the People's Army for the Restoration of Democracy (CAR) (APRD), Groupe d'action patriotique pour la liberation de Centrafrique (GAPLC), the Movement of Central African Liberators for Justice (MLCJ), the Front démocratique Centrafricain (FDC), and Union of Republican Forces (UFR).  A number of peace agreements has been signed to resolve the conflict between 2007 and 2012.[22]"
CAF,2008-2010,2.001936024,,2.233333333,228.1197646,,4.230942182,985314119.2,Central African Republic Bush War,CAR,Post,Central African Republic,"The Central African Republic Bush War began with the rebellion by the Union of Democratic Forces for Unity (UFDR) rebels after the President of the Central African Republic François Bozizé seized control in 2003.  The rebellion consisted of multiple rebel groups, several of which were of very small size and founded only towards the end of the conflict. Apart from the UFDR, the conflict included the People's Army for the Restoration of Democracy (CAR) (APRD), Groupe d'action patriotique pour la liberation de Centrafrique (GAPLC), the Movement of Central African Liberators for Justice (MLCJ), the Front démocratique Centrafricain (FDC), and Union of Republican Forces (UFR).  A number of peace agreements has been signed to resolve the conflict between 2007 and 2012.[22]"
TCD,2001-2003,1.672399349,,11.62367049,193.942295,,5.261492297,1716403057,Central African Republic Bush War,CAR,Pre,Chad,"The Central African Republic Bush War began with the rebellion by the Union of Democratic Forces for Unity (UFDR) rebels after the President of the Central African Republic François Bozizé seized control in 2003.  The rebellion consisted of multiple rebel groups, several of which were of very small size and founded only towards the end of the conflict. Apart from the UFDR, the conflict included the People's Army for the Restoration of Democracy (CAR) (APRD), Groupe d'action patriotique pour la liberation de Centrafrique (GAPLC), the Movement of Central African Liberators for Justice (MLCJ), the Front démocratique Centrafricain (FDC), and Union of Republican Forces (UFR).  A number of peace agreements has been signed to resolve the conflict between 2007 and 2012.[22]"
TCD,2004-2007,2.587086595,,12.8404764,292.9746339,,7.705062165,2911055834,Central African Republic Bush War,CAR,During,Chad,"The Central African Republic Bush War began with the rebellion by the Union of Democratic Forces for Unity (UFDR) rebels after the President of the Central African Republic François Bozizé seized control in 2003.  The rebellion consisted of multiple rebel groups, several of which were of very small size and founded only towards the end of the conflict. Apart from the UFDR, the conflict included the People's Army for the Restoration of Democracy (CAR) (APRD), Groupe d'action patriotique pour la liberation de Centrafrique (GAPLC), the Movement of Central African Liberators for Justice (MLCJ), the Front démocratique Centrafricain (FDC), and Union of Republican Forces (UFR).  A number of peace agreements has been signed to resolve the conflict between 2007 and 2012.[22]"
TCD,2008-2010,5.375472429,,3.8,285.3355612,,4.762142887,3123009439,Central African Republic Bush War,CAR,Post,Chad,"The Central African Republic Bush War began with the rebellion by the Union of Democratic Forces for Unity (UFDR) rebels after the President of the Central African Republic François Bozizé seized control in 2003.  The rebellion consisted of multiple rebel groups, several of which were of very small size and founded only towards the end of the conflict. Apart from the UFDR, the conflict included the People's Army for the Restoration of Democracy (CAR) (APRD), Groupe d'action patriotique pour la liberation de Centrafrique (GAPLC), the Movement of Central African Liberators for Justice (MLCJ), the Front démocratique Centrafricain (FDC), and Union of Republican Forces (UFR).  A number of peace agreements has been signed to resolve the conflict between 2007 and 2012.[22]"
TCD,2002-2004,1.455435397,,18.94741623,223.9134914,,3.907026871,3.907026871,Civil War in Chad,CWC,Pre,Chad,"In April 2006, a coup was averted with the help of French troops stationed in the country. Opposition parties boycotted the May presidential elections, and President Deby retained the presidency.  Rebels from three groups stormed N'Djamena in February 2008 and demanded the resignation of President Deby. Chad's military, however, repulsed the rebels. About 100 people died in the fighting. Leaders in Chad have accused Sudan of fomenting the rebellion. Sudan, on the other hand, claims that Chad sponsors the Sudanese rebels that are fighting the government and its militias. Tension continued to flare throughout 2008, with Sudan severing diplomatic relations with Chad, and Chad responding by closing the border with Sudan.  Deby met with Sudanese president Omar al-Bashir in March 2010, and the two said their countries are ready to normalize relations.[23]
"
TCD,2005-2010,4.548580802,,4.85542229,292.7385237,,5.895403473,5.895403473,Civil War in Chad,CWC,During,Chad,"In April 2006, a coup was averted with the help of French troops stationed in the country. Opposition parties boycotted the May presidential elections, and President Deby retained the presidency.  Rebels from three groups stormed N'Djamena in February 2008 and demanded the resignation of President Deby. Chad's military, however, repulsed the rebels. About 100 people died in the fighting. Leaders in Chad have accused Sudan of fomenting the rebellion. Sudan, on the other hand, claims that Chad sponsors the Sudanese rebels that are fighting the government and its militias. Tension continued to flare throughout 2008, with Sudan severing diplomatic relations with Chad, and Chad responding by closing the border with Sudan.  Deby met with Sudanese president Omar al-Bashir in March 2010, and the two said their countries are ready to normalize relations.[23]
"
TCD,2011-2013,2.54691689,,3.1,301.4017086,,2.633950375,3473804187,Civil War in Chad,CWC,Post,Chad,"In April 2006, a coup was averted with the help of French troops stationed in the country. Opposition parties boycotted the May presidential elections, and President Deby retained the presidency.  Rebels from three groups stormed N'Djamena in February 2008 and demanded the resignation of President Deby. Chad's military, however, repulsed the rebels. About 100 people died in the fighting. Leaders in Chad have accused Sudan of fomenting the rebellion. Sudan, on the other hand, claims that Chad sponsors the Sudanese rebels that are fighting the government and its militias. Tension continued to flare throughout 2008, with Sudan severing diplomatic relations with Chad, and Chad responding by closing the border with Sudan.  Deby met with Sudanese president Omar al-Bashir in March 2010, and the two said their countries are ready to normalize relations.[23]
"
